Title,Address,Price,Cuisine,Badge Text,Description,Services,Map Iframe URL,Phone,Website,Share_URL,Lat_Name,Lng_Name,Lat_Address,Lng_Address,Google_Lat,Google_Lng
Andō,"1F, Somptueux Central, 52-54 Wellington Street, Central, Hong Kong, Hong Kong SAR China",$$$,Innovative,One Star: High quality cooking,"Born in Argentina but having honed his skills in Japan, chef-founder Agustin Balbi opened Andō to realise his culinary vision from his unique vantage point. In a minimalistic dining room boasting tasteful details and an open kitchen, his tasting menu takes diners on a personal journey by fusing his ancestral roots with strong Japanese influences. Don’t miss the signature Sin Lola, the caldoso rice – also a homage to his grandma.","Air conditioning
                                

                                    Interesting wine list
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 9161 8697,https://www.andohk.com,https://maps.app.goo.gl/R2sAAoG2VrkmEyzDA,22.2818609,114.1527516,22.2818609,114.1527516,22.281856,114.1553265
Ho Lee Fook,"3-5 Elgin Street, Central, Hong Kong, Hong Kong SAR China",$$,Cantonese,,"Walls covered in gilded maneki-neko, mahjong tiles, pop art and red Chinese floral motifs make this a bold, unorthodox spot for a fun night out. The 80s Canto-pop soundtrack is also a proud expression of its local DNA. The open kitchen on ground level is a spectacle to behold and its creative Cantonese cooking harnesses bold distinctive flavours and wok hei. Try the crispy three-yellow chicken with sand ginger dip, and other wok-fries. Check ahead for dishes that need pre-ordering.","Air conditioning
                                





                                Credit cards accepted",,+852 2810 0860,https://www.holeefook.com.hk,https://maps.app.goo.gl/J2ddSjuV7h8kDF1d8,22.2830207,114.1498835,22.2830389,114.1498701,22.2830158,114.1524584
She Wong Hei,"59 Percival Street, Causeway Bay, Hong Kong, Hong Kong SAR China",$$,Cantonese,Small Shop,"The manager that ran the famous snake soup shop She Wong Yee opened this restaurant on the same street. The classic snake soup is reworked with a slightly altered consistency, alongside fish maw, chicken, hand-sliced pork, dried tangerine peel, wood ear fungus and shiitake mushroom. Of course, you can still order barbecue meats, and glutinous rice to go with the soup. Duck liver sausage with snappy casing is certainly worth trying.","Air conditioning
                                





                                Credit cards accepted",,+852 2385 5211,,https://maps.app.goo.gl/kb22EZCpMPnQ3vcK6,22.2793858,114.180221,22.2793858,114.180221,22.2793809,114.1827959
Yardbird,"154-158 Wing Lok Street, Sheung Wan, Hong Kong, Hong Kong SAR China",$$,Yakitori,One Star: High quality cooking,"Yardbird is always jam-packed, so book online or expect to queue. The main draw is without doubt the 20-plus types of yakitori skewers made with local ‘three-yellow’ chicken from beak to tail, grilled over binchotan charcoal. Rare cuts like thyroid and ventricle can be hard to find elsewhere, as are the crispy meatballs with tare and egg yolk. Check out the extensive list of Japanese whisky.","Air conditioning
                                

                                    Counter dining
                                

                                    Interesting wine list
                                





                                Credit cards accepted",,+852 2547 9273,http://yardbirdrestaurant.com,https://maps.app.goo.gl/JXKVcz37PHLDMgVC7,22.2872924,114.1465334,22.2871508,114.1466062,22.2872875,114.1491083
Takeya,"Shop 1, On Wah Building, 31C1 Tak Man Street, Whampoa Estate, Hung Hom, Hong Kong",$$,Japanese,"Bib Gourmand: good quality, good value cooking","This intimate 15-seater yakitori shop is the brainchild of a Japanese engineer, now the chef, and his wife, now the maître d'. For over a decade, they’ve been feeding hungry diners in the neighbourhood with quality grilled food, with some ingredients flown in from Japan. Rare cuts such as chicken heart and hatsumoto (artery) are definitely worth a try. Pair them with their selection of sake or home-brewed umeshu. Reservations are recommended.","Air conditioning
                                





                                Credit cards accepted",,+852 2365 8878,,https://maps.app.goo.gl/wUAUx2h6FEYj1Z629,22.3060243,114.185794,22.3060077,114.1856766,22.3060194,114.1883689
L'Envol,"3F, The St. Regis Hotel, 1 Harbour Drive, Wan Chai, Hong Kong, Hong Kong SAR China",$$$$,French Contemporary,Two Stars: Excellent cooking,"Managed by Chef Olivier Elzer, L’Envol is elegantly furnished in marble and wood. Shrewdly prepared, artfully plated dishes coupled with thoughtful service capture the quintessence of French fine dining. Only set menus are offered and they change from time to time – and usually have a seafood focus, featuring courses like Hokkaido sea urchin box, or ‘la langoustine de Loctudy’. Many wine choices are not found elsewhere and can be ordered by the glass.","Air conditioning
                                

                                    Interesting wine list
                                

                                    Valet parking
                                





                                Credit cards accepted",,+852 2138 6818,https://lenvolhk.stregishongkong.com/,https://maps.app.goo.gl/PxmWa5r7aSdsybuS9,22.279865,114.1723633,22.2801175,114.1722531,22.2798601,114.1749382
Yuè (Gold Coast),"LG, Gold Coast Hotel, 1 Castle Peak Road, Gold Coast, Tuen Mun, Hong Kong, Hong Kong SAR China",$$,Cantonese,,"It’s not often one can enjoy Cantonese food surrounded by verdant scenery but here on the ground floor of the Gold Coast hotel that’s exactly what you get as this comfortable restaurant looks out onto a delightful garden. The menu includes both traditional and more contemporary dishes and it’s worth seeking out the chef’s specialities such as barbecued pork and double boiled pork lung soup with almond milk and fish maw, and deep-fried chicken with shrimp paste.","Air conditioning
                                

                                    Garden or park
                                

                                    Restaurant offering vegetarian menus
                                

                                    Valet parking
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2452 8668,https://www.sino-hotels.com/en/hk/gold-coast-hotel,https://maps.app.goo.gl/3L1MXZ8NqDrobWzP7,22.3718045,113.9869982,22.371399,113.9905199,22.3717996,113.9895731
The Swiss Chalet,"GF, 8 Hart Avenue, Tsim Sha Tsui, Hong Kong, Hong Kong SAR China",$$,Swiss,,"Despite moving next door, the room still retains the same quaint Alpine chalet ambiance with wood furniture and beams set nicely against whitewashed walls. The classic Swiss menu covers a variety of cured meats and sausages, over 20 cheeses, and of course the unmissable fondue made with five cheeses and kirsch, to be paired with their extensive selection of Swiss wines. Thinly sliced veal with white mushrooms in a cream sauce is also worth trying.","Air conditioning
                                

                                    Counter dining
                                

                                    Restaurant offering vegetarian menus
                                





                                Credit cards accepted",,+852 2191 9197,,https://maps.app.goo.gl/JNPZaNYDNWHg1ips9,22.298238,114.1722075,22.2982479,114.1722075,22.2982331,114.1747824
Shek Kee Kitchen,"15-17 Ngan Mok Street, Tin Hau, Hong Kong",$$,Cantonese,"Bib Gourmand: good quality, good value cooking","During the day, this cosy joint in the heart of the city serves light meals and fried noodles. At night, the menu specialises in home-style Cantonese dishes. The owner-chef Mr Shek sources the freshest ingredients from wet markets daily and regulars also call him directly to pre-order certain dishes, such as fried chicken with toasted garlic which needs a day’s notice. The pan-fried hand-minced cuttlefish patties are springy and flavourful.","Air conditioning
                                





                                Credit cards accepted",,+852 2571 3348,,https://maps.app.goo.gl/mMpVg4xunFsCjVgk7,22.283797,114.1896294,22.2837936,114.1895472,22.2837921,114.1922043
Samsen (Wan Chai),"68 Stone Nullah Lane, Wan Chai, Hong Kong",$$,Thai,"Bib Gourmand: good quality, good value cooking","This casual Thai noodle shop next to the historic Blue House is aptly named after an area in Bangkok where the Chinese traded with the Thais. Rattan blinds, bare concrete walls and distressed wood furniture give off a street-stall vibe. The signature boat noodles are not to be missed – the flavoursome broth alone takes 6 hours to make. Those with a sweet tooth can round things off with young coconut ice cream. Come early to beat the crowd.","Air conditioning
                                

                                    Counter dining
                                





                                Credit cards accepted",,+852 2234 0001,https://www.samsen-hk.com,https://maps.app.goo.gl/bNi1oW89fpv1JgWeA,22.2741299,114.1715945,22.2741299,114.1715945,22.274125,114.1741694
Shang Palace,"Lower Level 1, Kowloon Shangri-La Hotel, 64 Mody Road, Tsim Sha Tsui, Hong Kong, Hong Kong SAR China",$$$,Cantonese,One Star: High quality cooking,"This elegant restaurant has been a reliable favourite for classic Cantonese food for over 35 years. Chandeliers and Sung-style paintings create an impressive backdrop for sophisticated cooking that has changed little over time. Signatures include sautéed sliced pigeon fillets with bamboo shoot, black fungus and asparagus, boasting tender meat and contrasting textures. To sample all the house specialities, opt for the chef's signature tasting menu.","Air conditioning
                                

                                    Restaurant offering vegetarian menus
                                

                                    Valet parking
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2733 8754,https://www.shangri-la.com/hongkong/kowloonshangrila/dining/restaurants/shang-palace/,https://maps.app.goo.gl/yAUs2dMy3wQd4yK7A,22.2969919,114.1744308,22.2971419,114.174509,22.296987,114.1770057
Ki Tsui,"135 Fa Yuen Street, Mong Kok, Hong Kong, Hong Kong SAR China",$,Street Food,Street food,"Despite the small size, this shop offers a wide array of Cantonese traditional puddings and pastries like Xiaofeng cake and walnut cookies.",Cash only,,+852 2394 1727,,https://maps.app.goo.gl/8uTNV363AixjGiUY6,22.3216831,114.1679734,22.321546,114.1679705,22.3216782,114.1705483
Spring Moon,"1F, The Peninsula Hotel, Salisbury Road, Tsim Sha Tsui, Hong Kong, Hong Kong SAR China",$$$,Cantonese,One Star: High quality cooking,"The room, spread over two levels, evokes old-Shanghai circa 1920s – stained glass windows, teak floors and rugs all speak of the golden era. On the menu, however, classics are showcased side by side with novel creations such as scrambled egg white with lobster and crabmeat, and dishes garnished with edible flowers that taste of spring. Dim sum at lunch is also recommended, to be enjoyed with your choice of tea from 30 varieties.","Air conditioning
                                

                                    Car park
                                

                                    Interesting wine list
                                

                                    Valet parking
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2696 6760,https://www.peninsula.com/en/hong-kong/hotel-fine-dining/spring-moon-cantonese,https://maps.app.goo.gl/BL13o9eLBc1L4Z556,22.2952662,114.1689075,22.2951073,114.1692788,22.2952613,114.1714824
Kung Wo Beancurd Factory,"118 Pei Ho Street, Sham Shui Po, Hong Kong, Hong Kong SAR China",$,Street Food,"Bib Gourmand: good quality, good value cooking","This much-loved shop makes its own tofu that boasts a deep, rich soy aroma. As well as the renowned tofu pudding, it also carries other soy products like soy milk, fried stuffed tofu, tofu puffs and golden fish tofu.","Air conditioning
                                

                                    Cash only",,+852 2386 6871,,https://maps.app.goo.gl/Hd7CUWCenE83XKre6,22.3311,114.1610158,22.3310833,114.1610074,22.3310951,114.1635907
Joyful Dessert House,"Shop 2-3, GF, Ngai Hing Mansion, 74 Hak Po Street, Mong Kok, Hong Kong",$,Street Food,Street food,"Come for beautifully plated Western desserts, such as waffles, chocolate fondant and velvety shaved ice. Recommendations include mango Napoleon, caramelised pineapple sorbet, and green tea fondant à la mode.","Air conditioning
                                

                                    Cash only",,+852 2856 1886,,https://maps.app.goo.gl/26GEWCw8KhcLfzBA7,22.3177624,114.1702102,22.3177636,114.1704755,22.3177575,114.1727851
Carbone,"9F, LKF Tower, 33 Wyndham Street, Central, Hong Kong, Hong Kong SAR China",$$$,Italian American,,"A nod to Manhattan’s American-Italian diners circa 1950s, this colourful spot celebrates the era in everything from the floor tiles and chandeliers, to the cutlery and servers’ uniforms. In the same way, the menu embraces classics like pastas and steaks, such as the signature Tasmanian lamb tomahawk. Portion sizes are more American than Italian, enough for a few to share. House-made limoncello makes great apéritifs and digestifs.","Air conditioning
                                

                                    Interesting wine list
                                

                                    Restaurant offering vegetarian menus
                                





                                Credit cards accepted",,+852 2593 2593,https://www.carbone.com.hk,https://maps.app.goo.gl/k5G1T1NkFwmg8dKs7,22.2804422,114.1525542,22.2804422,114.1525542,22.2804373,114.1551291
Ah Chun Shandong Dumpling,"60 Lai Chi Kok Road, Prince Edward, Hong Kong",$,Dumplings,"Bib Gourmand: good quality, good value cooking","The shop has a traditional feel to it. Green wooden window frames on the wall are reminiscent of old-time Hong Kong. Dumplings are handmade daily and only the freshest ingredients are used in the fillings. Try their most-ordered item lamb and Peking scallion dumplings. Or surprise yourself with the specialty, such as mackerel dumplings and cuttlefish dumplings. Shandong roast lamb and meat pie are also recommended.","Air conditioning
                                

                                    Cash only",,+852 2789 9611,,https://maps.app.goo.gl/ZSerdizXxLh6Qrsg7,22.3240841,114.1640415,22.3240841,114.1640415,22.3240792,114.1666164
Fishball Man (To Kwa Wan),"GF, 50 Tin Kwong Road, To Kwa Wan, Hong Kong",$,Street Food,Street food,"Though local snacks like shaomai and cheong fun are offered, its eponymous speciality remains the most popular. Besides the spicy variety, the springy and flavourful white fish balls drizzled in chilli oil are unmissable.",Cash only,,+852 9727 3347,,https://maps.app.goo.gl/dBeZAMg2Wqajfh9g6,22.3199501,114.1847052,22.3199371,114.184752,22.3199452,114.1872801
Cornerstone,"49 Hollywood Road, Central, Hong Kong",$$,European Contemporary,,"Owner-chef Shane Osborn of Arcane fame calls it an ‘Australian café’ – in fact, it feels more like a hip bistro with its faux-industrial décor. The small menu is a tapestry of global culinary cultures, including Aussie, European and Asian favourites. Though it changes a few times each month to keep things fresh, dishes are always competitively priced and loaded with big flavours and pleasing textures. Online reservations only.","Air conditioning
                                

                                    Brunch
                                

                                    Counter dining
                                

                                    Terrace
                                





                                Credit cards accepted",,+852 6809 9771,https://cornerstonehk.net,https://maps.app.goo.gl/CBdrRCZzAz5A7DSy5,22.2827449,114.1505351,22.2827449,114.1505351,22.28274,114.15311
Hung Hom Pancake,"Shop 2, Polly Court, Taku Street, Hung Hom, Hong Kong, Hong Kong SAR China",$,Street Food,Street food,"For over 40 years, this neighbourhood shop has provided the childhood memories of many. Pancakes, waffles and egg waffles are all made to order. Tricolour egg waffles in plain, chocolate and matcha flavours particularly stand out.",Cash only,,,,https://maps.app.goo.gl/qcMgLdCx8utxF43d9,22.3065666,114.1838089,22.3065765,114.1838089,22.3065617,114.1863838
She Wong Leung,"Shop A, GF, 298 Electric Road, North Point, Hong Kong, Hong Kong SAR China",$$,Cantonese,"Bib Gourmand: good quality, good value cooking","In business for over 20 years, this shop is famous for its snake soup. While most people consume snake soup only in winter, the owner formulates a different herbal base for every season to make it a healthy tonic all year round. Set menus comprising of snake soup and home-style dishes offer exceptional value and cater for all tastes. Go for glutinous rice or lamb stew in winter. Double-boiled soups are popular but require pre-ordering.","Air conditioning
                                

                                    Credit cards not accepted",,+852 2578 8135,,https://maps.app.goo.gl/CChJiQKXGai99zvV9,22.2901675,114.1920098,22.2901675,114.1920098,22.2901626,114.1945847
Shugetsu Ramen (Central),"5 Gough Street, Central, Hong Kong, Hong Kong SAR China",$$,Ramen,"Bib Gourmand: good quality, good value cooking","The queues form early for the ramen here, with many of the customers coming for the Tsukemen ramen, as well as the Abura and special soup ramen. The shop makes its own noodles – which you can have thick or thin – but it is the sauce at the base of the slow-cooked soup that really makes the difference: it’s fermented for 18 months in a 100-year-old wooden basket and adds richness and depth.","Air conditioning
                                

                                    Counter dining
                                





                                Credit cards accepted",,+852 2850 6009,http://www.shugetsu.com.hk,https://maps.app.goo.gl/GzfXnRLoaUAVfSjd8,22.2841366,114.1503119,22.2841752,114.1503006,22.2841317,114.1528868
Fisholic (North Point),"Shop 14, GF, Victor Court, 14-28 Wang On Road, North Point, Hong Kong, Hong Kong SAR China",$,Street Food,"Bib Gourmand: good quality, good value cooking","Famous for snacks and noodles made with fish, this stall sells playful items like deep-fried minced fish in the guise of French fries, or fish skin nachos. Fishotto, where minced fish is shaped like rice grains, is also good.","Air conditioning
                                





                                Credit cards accepted",,+852 3590 4930,,https://maps.app.goo.gl/WRpzyv1a4kiQ3vdN9,22.2883244,114.1893721,22.2883577,114.1894035,22.2883195,114.191947
I M Teppanyaki & Wine,"1F, Golden Wheel Plaza, 68 Electric Road, Tin Hau, Hong Kong, Hong Kong SAR China",$$$$,Teppanyaki,One Star: High quality cooking,"The founder and head chef Mok moved his restaurant to this location in 2021. As always, top notch ingredients like sea urchin, abalone and blue lobsters are flown in daily from Japan and France. But the theatrical cooking now happens in a much bigger room, along with a private room that seats eight. The wine list also sees a lot more choices. Amadai with sea urchin cream sauce stands out in particular, with its crispy scales and juicy flesh.","Air conditioning
                                

                                    Counter dining
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2570 7088,http://www.imteppanyaki.com,https://maps.app.goo.gl/6Uz7LvfBcy9xXoUV8,22.284051,114.1892089,22.2840482,114.189315,22.2840461,114.1917838
Giando,"Shop 1, GF, Tower 1, Starcrest, 9 Star Street, Wan Chai, Hong Kong, Hong Kong SAR China",$$,Italian,,"Italian chef Gianni Caprioli owns several restaurants in Hong Kong but this one, tucked away in a quiet corner between Wan Chai and Admiralty, is his jewel. Besides the booths along one side of the smart dining room, outdoor seating is also prized for an al-fresco Italian feast or just a glass of Italian wine pre- or post-dinner. Expect to see dishes from all over Italy, such as hand-rolled strozzapreti pasta, or Milanese-style veal chop.","Air conditioning
                                

                                    Brunch
                                

                                    Car park
                                

                                    Interesting wine list
                                

                                    Restaurant offering vegetarian menus
                                

                                    Terrace
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2511 8912,http://www.giandorestaurant.com,https://maps.app.goo.gl/R8Q2tyoG7PQumAVi9,22.2764814,114.1647741,22.2764814,114.1647741,22.2764765,114.167349
Fu Ho,"Shop 402, 4F, FoodLoft, Mira Place One, 132 Nathan Road, Tsim Sha Tsui, Hong Kong, Hong Kong SAR China",$$$,Cantonese,One Star: High quality cooking,"Thanks to his considerable experience, the head chef has been enticing diners back here for over a decade with his skillfully executed dishes, such as pan-fried chicken with ginger and scallion, fried Chinese kale with dried plaice, and stir-fried rice in Fu Ho style. Named after the owner, the signature Ah Yung abalone is slow-braised in a secret sauce for up to 20 hours. The dining room now has a contemporary, elegant and relaxing feel.","Air conditioning
                                

                                    Car park
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2736 2228,https://www.fuho.com.hk,https://maps.app.goo.gl/ZBkWoQ8v36KLMymo6,22.3005649,114.1695831,22.3005894,114.1618583,22.30056,114.172158
Tosca di Angelo,"102F, The Ritz-Carlton, International Commerce Centre, 1 Austin Road West, Tsim Sha Tsui, Hong Kong",$$$,Italian,One Star: High quality cooking,"The Sicilian chef champions dishes that may look deceptively unfussy on the plate, but their obvious refinement makes them especially delicious. His signatures include house-made pasta and blue lobster dishes, while his modern take on rum babà is quite something. The set menu comprises seasonal and signature dishes, making it the best way to sample all specialities. Did I mention its sweeping views from the 102nd floor?","Air conditioning
                                

                                    Brunch
                                

                                    Car park
                                

                                    Great view
                                

                                    Interesting wine list
                                

                                    Restaurant offering vegetarian menus
                                

                                    Valet parking
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2263 2270,https://www.toscadiangelo.com/,https://maps.app.goo.gl/PcKEoothJQvHNDap8,22.3034081,114.1576158,22.3034081,114.1576158,22.3034032,114.1601907
Owl's,"GF, 32 Mody Road, Tsim Sha Tsui, Hong Kong, Hong Kong SAR China",$,Street Food,Street food,"You’ll need to wait as the homemade choux pastries are filled on order with cream and custard of different flavours but, rest assured, the wait is worth it. Check out the occasional limited time offers. Take-out only.",Cash only,,+852 6199 5176,http://www.owlschoux.com,https://maps.app.goo.gl/qaT2jhqEBb357wyY9,22.2971689,114.1720482,22.2971689,114.1720482,22.297164,114.1746231
Hop Yik Tai,"121 Kweilin Street, Sham Shui Po, Hong Kong",$,Street Food,Street food,"The menu at this always busy shop features Hong Kong-style snacks like fish balls, pork skin and braised radish. The hugely popular rice rolls are silky-smooth, with a hint of richness from the lard.",Cash only,,+852 2720 0239,,https://maps.app.goo.gl/QiKPSYWb4vThKdNX6,22.330477,114.158666,22.3303969,114.1585591,22.3304721,114.1612409
Wing Lai Yuen,"Shop 102-105, 1F, Gourmet Place, Whampoa Plaza, Site 8, Whampoa Garden, 7 Tak On Street, Hung Hom, Hong Kong",$$,Shanghainese,"Bib Gourmand: good quality, good value cooking","Originally a run-down shop in a squatter village, it moved to this airy and bright location in 2000. But one thing never changed – the food is as delicious and affordably priced as ever. The signature Dan Dan noodles come in two versions: a meat one with ground pork and a traditional one without, plus a spicy or mild broth to choose from. Shuizhu mandarin fish packs numbing heat and the portion size is big enough for a few to share.","Air conditioning
                                

                                    Car park
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2320 6430,,,,,,,,
Wang Fu,"65 Wellington Street, Central, Hong Kong, Hong Kong SAR China",$,Dumplings,"Bib Gourmand: good quality, good value cooking","Wang Fu is famous for its Pekingese dumplings – among the great variety of handmade dumplings on the menu, the green onion mutton one stands out most. Apart from dumpling soups, it also serves fried dumplings with light charred crispy skin and juicy fillings. Try also the tomato and egg dumpling, only available after 2 pm. If you fancy more variety, check out their noodles and cold appetisers as well, or ask about the daily special.","Air conditioning
                                

                                    Cash only",,+852 2121 8089,,https://maps.app.goo.gl/KvaB4j1paEuGv1uS7,22.2827762,114.1522716,22.2827741,114.1522682,22.2827713,114.1548465
Tsim Chai Kee (Wellington Street),"98 Wellington Street, Central, Hong Kong, Hong Kong SAR China",$,Noodles,"Bib Gourmand: good quality, good value cooking","The long lunchtime queue happens for a reason – the noodles here are bouncy and the broth is flavoursome. Only three toppings are offered – springy dace balls, wontons generously filled with pork and shrimps, and sliced beef with a robust meaty flavour and tender texture. You can even choose a combination of any two or all three toppings. Expect to share a table with strangers when it’s busy or eat outside of peak times to beat the crowd.","Air conditioning
                                

                                    Cash only",,+852 2850 6471,,https://maps.app.goo.gl/JuVQW3S9vL19Kc9x8,22.2829915,114.1519149,22.2829367,114.1518525,22.2829866,114.1544898
Kwan Kee Bamboo Noodles,"Shop E, 1 Wing Lung Street, Cheung Sha Wan, Hong Kong, Hong Kong SAR China",$,Noodles,"Bib Gourmand: good quality, good value cooking","It’s inside a local market but easy to spot, thanks to the big yellow sign. Watch the kitchen at work through the glass wall as noodles are made the traditional way – with the chef seesawing on a bamboo pole to painstakingly knead the egg-rich dough for that stringy texture. Secret techniques are deployed to remove the soapy taste of lye and accentuate the eggy flavour. Don’t miss the signature noodles tossed in shrimp roe and oyster sauce.","Air conditioning
                                

                                    Cash only",,+852 3484 9126,,https://maps.app.goo.gl/mkqbPK5uCBru3qkW8,22.3369698,114.1551217,22.3375449,114.1555271,22.3369649,114.1576966
Megan's Kitchen,"5F, Lucky Centre, 165-171 Wan Chai Road, Wan Chai, Hong Kong, Hong Kong SAR China",$$,Cantonese,"Bib Gourmand: good quality, good value cooking","The menu offers many Cantonese dishes, but steamed minced beef patty with dried mandarin peel, and Yu Xiang eggplant in claypot stand out in particular. Better still, all mains come with complimentary rice, soup and dessert. Their famous hot pots spoil diners with an array of soup bases and good quality ingredients. Those who prefer a little privacy will appreciate the booth seating with sliding screens as dividers.","Air conditioning
                                

                                    Restaurant offering vegetarian menus
                                

                                    Valet parking
                                





                                Credit cards accepted",,+852 2866 8305,https://meganskitchen.com,https://maps.app.goo.gl/nhWYLd5eoeVQKH6A8,22.2769042,114.1744764,22.2769042,114.1744764,22.2768993,114.1770513
Eng Kee Noodle Shop,"GF, 32 High Street, Sai Ying Pun, Hong Kong",$,Noodles,"Bib Gourmand: good quality, good value cooking","This family-run shop is always jam-packed with hungry locals craving Cantonese noodle soup. No matter for dine-in or take-out, expect a reasonable wait. It prides itself on its signature beef brisket – braised one night ahead and steeped in a spiced marinade overnight for silky tenderness and deep flavours. Their oven-grilled char siu is made with pork shoulder and pork neck and has a juicy, springy texture thanks to the fine marbling.","Air conditioning
                                

                                    Cash only",,+852 2540 7950,,https://maps.app.goo.gl/DpERY3maDy6Bxgkw9,22.2850935,114.1398107,22.2851034,114.1398107,22.2850886,114.1423856
Dragon Inn,"Miles 19, Castle Peak Road, Tuen Mun, Hong Kong",$$,Seafood,"Bib Gourmand: good quality, good value cooking",This restaurant is known by almost everyone in the neighbourhood and was revamped in 2017 to include more private rooms alongside the main dining hall. Most guests pick their seafood from the nearby wet market for the chefs here to cook up; others choose from the catch of the day without looking at the menu. Baked baby lobster with cheese and baked oysters with port are not to be missed. It also serves dim sum during the day.,"Air conditioning
                                

                                    Car park
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2450 6366,https://www.dragoninn1939.com,,,,,,,
Loaf On,"49 See Cheung Street, Sai Kung, Hong Kong, Hong Kong SAR China",$$,Seafood,One Star: High quality cooking,"It may not boast fancy displays of seafood like its promenade rivals, but this restaurant still stands out because of its cooking. Wonderfully fresh seafood is prepared using traditional home recipes that let the quality of the ingredients speak for themselves. Must-try dishes include pumpkin soup with minced fish, mantis shrimp with chilli and garlic, and steamed fish with sea salt. Ask about the seafood that needs pre-ordering when booking a table.","Air conditioning
                                





                                Credit cards accepted",,+852 2792 9966,,https://maps.app.goo.gl/mQVmtHKoaSyHmxs59,22.3797844,114.2695029,22.3798498,114.269467,22.3797795,114.2720778
Sister Wah,"Shop A1, 13 Electric Road, Tin Hau, Hong Kong, Hong Kong SAR China",$,Noodles,"Bib Gourmand: good quality, good value cooking","The legendary Sister Wah is no longer at the helm but her sons are running the shop just like she used to. The signature beef brisket in clear soup uses fresh local beef which is braised in a stock with over 10 different herbs. Popular items on the brief menu include homemade pork and cabbage dumplings, drunken chicken, Dan Dan noodles, and braised white radish in beef juices. With only six tables, it fills up as soon as it opens.","Air conditioning
                                

                                    Credit cards not accepted",,+852 2807 0181,,https://maps.app.goo.gl/RGEu87Sf7HzmeAg48,22.2831843,114.1889743,22.283218,114.1890247,22.2831794,114.1915492
Tin Lung Heen,"102F, The Ritz-Carlton, International Commerce Centre, 1 Austin Road West, Tsim Sha Tsui, Hong Kong, Hong Kong SAR China",$$$,Cantonese,Two Stars: Excellent cooking,"Aptly named ‘sky dragon pavilion’ in Chinese, this grand restaurant perched on the 102nd floor of a skyscraper is furnished generously in red wood veneer. The vast windows flood the room with natural light and make it a good spot to see the sunset or the city’s nightscape. Among the signature dishes are honey-glazed Iberian pork char siu (pre-ordering needed), and double-boiled chicken soup with fish maw in coconut. Private rooms are also charming.","Air conditioning
                                

                                    Great view
                                

                                    Interesting wine list
                                

                                    Valet parking
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2263 2270,https://www.ritzcarlton.com/en/hotels/china/hong-kong,https://maps.app.goo.gl/Ao7UJC9SrkW56sxy6,22.3034699,114.1576483,22.3034081,114.1576158,22.303465,114.1602232
Cuisine Cuisine at The Mira,"3F, The Mira Hotel, 118 Nathan Road, Tsim Sha Tsui, Hong Kong, Hong Kong SAR China",$$$,Cantonese,,"The striking chandelier with hundreds of glowing glass globes is set nicely against the calming green colour scheme and verdant views. Cantonese classics underpinned by solid, traditional techniques are revitalised by creative use of ingredients and modern twists. On top of special dim sum such as crispy frog legs with peppered salt, try also Mrs. Song’s fish soup made with fresh grouper fillet. Wine pairings are thoughtfully matched.","Air conditioning
                                

                                    Car park
                                

                                    Interesting wine list
                                

                                    Restaurant offering vegetarian menus
                                

                                    Valet parking
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2315 5222,https://www.themirahotel.com/hong-kong/en/dining/cuisine-cuisine/,https://maps.app.goo.gl/VGWDU5YFGxxEjCnW6,22.3001548,114.1696052,22.3003313,114.1696755,22.3001499,114.1721801
Tate,"210 Hollywood Road, Sheung Wan, Hong Kong",$$$$,Innovative,Two Stars: Excellent cooking,"Owner-chef Vicky Lau tells edible stories with an 8-course tasting menu that treads the boundary between French and Chinese cooking in a feminine, sophisticated way. Each dish is an ode to an ingredient, such as Spanish sea perch, local three-yellow chicken or Australian Wagyu. Wine flights are predominantly French – but also consider sake. A shorter and substantially different 6-course menu is served at lunch on Fridays and Saturdays.","Air conditioning
                                

                                    Interesting wine list
                                

                                    Restaurant offering vegetarian menus
                                





                                Credit cards accepted",,+852 2555 2172,http://www.tate.com.hk,https://maps.app.goo.gl/WkDSfCiQp3bEMYs98,22.2855152,114.1451775,22.2854862,114.14519,22.2855103,114.1477524
