page,season,episode,episode_title,category,name,address,note
ecuador-episode.html,6,6,Ecuador,restaurant,Restaurante La Guatita,"Pedro Moncayo, Guayaquil, Ecuador",Experience the local breakfast soup meal.
ecuador-episode.html,6,6,Ecuador,restaurant,La Esquina,"Guayaquil 343 La Ronda, Centro Historico, Quito, Ecuador","Try the Bull Penis stew, don't be afraid."
ecuador-episode.html,6,6,Ecuador,restaurant,La Calderada,"Manglaralto, Ecuador",Top spot to Saviour the colonche.
ecuador-episode.html,6,6,Ecuador,restaurant,El Pelicano Restaurant,"Salango, Canton Puerto Lopez, Manabi, Ecuador","Try the very rare shellfish, Percebes."
ecuador-episode.html,6,6,Ecuador,restaurant,San Agustin - Paila Ice Cream,"Centro Historico Guayaquil N5-59, Quito<, Ecuador",150 year old ice cream parlor.
ecuador-episode.html,6,6,Ecuador,restaurant,Pobre Diablo,"Avenida Isabel Catolica y Francisco Galavis, Quito, Ecuador",(cinnamon tea and cane alcohol) Canelazo
egypt-episode.html,4,18,Egypt,hotel,Ramses Hilton,"1115 Corniche El Nile, Cairo, Egypt 12344",Spoil yourself in this upper end hotel.
egypt-episode.html,4,18,Egypt,activity,Spice Market,"13 We Khaled Abu Zed, El Hamzowee Sorier, Al-Azhar, Cairo",Spend hours in this ancient open-market.
egypt-episode.html,4,18,Egypt,restaurant,Farahat Restaurant,"126 Azhar St., Al-Hussein, Cairo, Egypt",Be sure to try the specialty.. pigeon.
egypt-episode.html,4,18,Egypt,restaurant,Cafeteria Stella,"Corner of Hoda Shaarawi and Tallaat Harb St., Cairo",A rare spot to grab your cold beer.
egypt-episode.html,4,18,Egypt,restaurant,Abu Tarek Koshary Restaurant,"16 Maarouf and Shamplion St., Wust al Balad, Cairo",Don't leave Cairo without eating Abu Tarek
egypt-episode.html,4,18,Egypt,restaurant,Mohamed Moustafa Ashour Foul Stall,"South of Opera Square, Ataba, Cairo",This is the one for authentic breakfast.
el-bulli-episode.html,7,12,El Bulli,hotel,Hotel OMM,"Carrer del Rossello, 265, 08008, Barcelona, Spain",Perfect place to stay while in Barcelona.
el-bulli-episode.html,7,12,El Bulli,activity,Basilica of the Sagrada Familia,"Sardenya Street, 08013 Barcelona, Spain",Historical and religious cathedral - breathtaking.
el-bulli-episode.html,7,12,El Bulli,restaurant,El Bulli,"Cala Montjoi, S/N,17480 Roses, Spain","Michelin restaurant, world-wide acclaimed."
el-bulli-episode.html,7,12,El Bulli,restaurant,Bar Cordoba,"Carrer Luarca, 10, 08906 L'Hospitalet de Llobregat, Spain",Authentic local bar scene with good foods.
el-bulli-episode.html,7,12,El Bulli,restaurant,Al Andalus,"Carrer de la Primavera, 144, Spain",tapas bars which serves manchego cheese.
el-bulli-episode.html,7,12,El Bulli,restaurant,Tickets,"Avinguda Paral'lel 164, 08015, Barcelona, Spain",Must visit place and be sure to get the sangria.
emilia-romana-episode.html,8,12,Emilia Romana,hotel,Hotel Monte del Re,"Via Monte del Re, 43, 40060 Dozza, Bologna, Italy",One of the best spots to find your rest.
emilia-romana-episode.html,8,12,Emilia Romana,activity,Tre Monti Vineyard,"Azienda Agricola, Via Lola 3, Loc. Bergullo, 40026 Imola, Bologna, Italy",Great vineyard and good meals as well.
emilia-romana-episode.html,8,12,Emilia Romana,restaurant,San Domenico Restaurant,"Via Gaspare Sacchi, 40026 Imola, Bologna, Italy",Some of the best Italian dishes ever.
emilia-romana-episode.html,8,12,Emilia Romana,restaurant,Ristorante Diana,"Via dell'Indipendenza, 24, 40121 Bologna, Italy",Bolognese dishes from this century old place.
emilia-romana-episode.html,8,12,Emilia Romana,restaurant,Trattoria Fita,"Via Roma, 3, 40021 Borgo Tossignano","We recommend the T-Bone steak, it's huge."
emilia-romana-episode.html,8,12,Emilia Romana,restaurant,Antica Corte Pallavicina,"Strada Palazzo due Torri, 3, 43010 Polesine Parmense Parma, Italy",The boneless ham cured to perfection!
findland-episode.html,8,6,Findland,hotel,Klaus K Hotel,"Bulevardi 2/4, Helsinki, Finland 00120","Quite the place, you must experience it yourself."
findland-episode.html,8,6,Findland,activity,Arla Sauna,"Kaarlenkatu 15, Helsinki, Finland 00510",Relax and enjoy this local sauna.
findland-episode.html,8,6,Findland,restaurant,Paamaja,"Kauppatie 6, Tuusula, Finland 04300",Good food and usually live bands.
findland-episode.html,8,6,Findland,restaurant,Bar Moscow,"Annankatu 21, Helsinki, Finland 00100",A dive bar that will always hit the spot.
findland-episode.html,8,6,Findland,restaurant,Jaskan Grilli,"Dagmarinkatu 2, Helsinki, Finland","If you have late night cravings, come here."
findland-episode.html,8,6,Findland,restaurant,Kokomo Tiki Bar,"Uudenmaankatu 16-20, Helsinki, Finland",Filled with a selection of tropical cocktails.
french-polynesia-episode.html,3,10,French Polynesia,hotel,Hotel Kia Ora Sauvage,"BP 198, Avatara, 98775, Rangiroa, French Polynesia",Right on the beach.. amazing location!
french-polynesia-episode.html,3,10,French Polynesia,activity,Iipona,"Paumau, French Polynesia",Eye opening archaeological site.
french-polynesia-episode.html,3,10,French Polynesia,restaurant,Piano Bar,"Papeete, Tahiti",Perfect food and musical atmosphere.
french-polynesia-episode.html,3,10,French Polynesia,restaurant,Le Meridien Tahiti,"Tamanu, Punaauia, Papeete 97718, French Polynesia",Some of the best meals on the beach.
french-polynesia-episode.html,3,10,French Polynesia,restaurant,The St. Regis Bora Bora Resort,"Motu Ome'e, 98730 , French Polynesia",Best place to stay when in Bora Bora!.
french-polynesia-episode.html,3,10,French Polynesia,restaurant,Kia Ora Sauvage,"Avea Rahi Motu, French Polynesia",Perhaps some of our planets best secrets.
ghana-episode.html,3,2,Ghana,hotel,Black Star Lions,"Akwamufie Road, Akosombo 00000, Ghana",Guest cottages situated in the wilderness.
ghana-episode.html,3,2,Ghana,activity,Kakum National Park,Southern Ghana,Explore this amazing tropical rainforest.
ghana-episode.html,3,2,Ghana,restaurant,Ghanaian Beach,Ghana,Explore some delicous seafood meals.
ghana-episode.html,3,2,Ghana,restaurant,Osu Market,Ghana,Fresh raw ingredients grown locally.
ghana-episode.html,3,2,Ghana,restaurant,Makola Market,Ghana,Palm win and condensed milk-toffee drink.
ghana-episode.html,3,2,Ghana,restaurant,Kumasi,"Kumasi, Ghana",Try the grass-cutter soup and palm wine.
greek-islands-episode.html,4,4,Greek Islands,hotel,Kydon Hotel,"Sofoklis Venizelos Sq. Chania, Crete, Greece",Fantastic location and comfort is top notch.
greek-islands-episode.html,4,4,Greek Islands,activity,Arion Stables,"Archagelos Michail, Chersonisos, Crete 70014, Greece",Ancient stables for horseback riding.
greek-islands-episode.html,4,4,Greek Islands,restaurant,Alitzarini Restaurant,"Koilomenos, Zakynthos Greece",The braised rabbit is perhaps our favorite.
greek-islands-episode.html,4,4,Greek Islands,restaurant,Neoria Seaside Taverna,"Neoria, Chania 73100, Greece",Sheep milk cheese or the sea urchin roe.
greek-islands-episode.html,4,4,Greek Islands,restaurant,Bougatsa Hanion,"Bougatsa Chania, Apokoronou 37, 74100 Chania, Crete","Sweet cheeses made from scratch, tasty."
greek-islands-episode.html,4,4,Greek Islands,restaurant,Pantheon Restaurant,"2 Theodosaki Dirty Alley, Iraklion, Crete, Greece",Located just inside the Iraklia Market.
haiti-episode.html,7,1,Haiti,hotel,Hotel Oloffson,"60 Christophe Ave, Port-au-Prince, Haiti",Great setting based on the book The Comedians.
haiti-episode.html,7,1,Haiti,activity,Rue Des Poules,"Rue St-Honore, Port-au-Prince, Haiti","The famous ""Chicken Street"" food market."
haiti-episode.html,7,1,Haiti,restaurant,Assiette Creole Restaurant,"13 Rue Capoi, Port-au-Prince, Haiti",Feast on some authentic local Creole dishes.
haiti-episode.html,7,1,Haiti,restaurant,Patisserie Marie Beliard,"9, Rue Faubert, Petionville, Haiti","Awesome French-style bakery, good sweets."
haiti-episode.html,7,1,Haiti,restaurant,Pizza Amour,"#7 Bethesda, Tabarre 48, Haiti",Some of the best pizza on the island.
haiti-episode.html,7,1,Haiti,restaurant,Cafe Terrasse,"81, Haiti",Worth the visit to this French Brasserie.
harbin-china-episode.html,6,8,"Harbin, China",hotel,Sofitel Wanda Harbin,"No.68 Ganshui Road, Xiangfang District, Hei Long Jiang, Harbin 150090, China",Wonderful stay and service in Harbin.
harbin-china-episode.html,6,8,"Harbin, China",activity,Sun Mountain Yabuli Ski Resort,"Shangzhi, Harbin, Heilongjiang, China, 150631",Catch some slopes in this amazing resort.
harbin-china-episode.html,6,8,"Harbin, China",restaurant,USA Bucks Bar,"Zhongyang Dajie, Harbin, China",Good food choices and coffees.
harbin-china-episode.html,6,8,"Harbin, China",restaurant,Dongfang Jiaozi Wang,"39 Zhongyang Ave, Harbin, China",Try the jiaozis or their cold dishes.
harbin-china-episode.html,6,8,"Harbin, China",restaurant,Fox Pub,"Nangang, Harbin, China",A bar that you can't pass up.
harbin-china-episode.html,6,8,"Harbin, China",restaurant,Bai Yi Da Di Guo,"18 Hongxiang Rd Nangang, Harbin, Heilongjiang",The coal stoves are interesting.
hawaii-episode.html,4,9,Hawaii,hotel,The Kahala Hotel & Resort,"5000 Kahala Avenue, Honolulu, HI 96816-5498",Can't go wrong with this beachfront place.
hawaii-episode.html,4,9,Hawaii,activity,North Shore Surfing,"Oahu, Hawaii","Learn to surf, jet ski and more."
hawaii-episode.html,4,9,Hawaii,restaurant,La Mariana Sailing Club,"50 Sand Island Road, Honolulu, HI",Awesome surfer bar with exotic drinks.
hawaii-episode.html,4,9,Hawaii,restaurant,Ono Hawaiian Foods,"726 Kapahulu Avenue, Honolulu, HI 96815",Sample classic and traditional foods.
hawaii-episode.html,4,9,Hawaii,restaurant,Puka Dog,"2301 Kuhio Avenue, Honolulu, HI 96815",An original yet amazing hot dog treat.
hawaii-episode.html,4,9,Hawaii,restaurant,The Street Side Inn,"1225 Hopaka Street, Honolulu, HI","Ahi Sashimi, Smoked Pork & Ahi Poke Combo."
hong-kong-episode.html,3,12,Hong Kong,hotel,The Peninsula Hong Kong,"Salisbury Rd, Hong Kong",Vert classy hotel and perfect location.
hong-kong-episode.html,3,12,Hong Kong,activity,"Hong Kong Jockey Club, Happy Valley Horse Racing","1 Sports Rd., Happy Valley, Hong Kong",Have a good night with racing and eating!
hong-kong-episode.html,3,12,Hong Kong,restaurant,Chuen Kee Seafood Restaurant,"G/F, 87-89 Man Min Street, Sai Kung, Hong Kong",Try the stir-fried cuttlefish and razor clams.
hong-kong-episode.html,3,12,Hong Kong,restaurant,Long Kee Noodle Shop,"G/F, 104 Hak Po Street, Mong Kok, Hong Kong","We suggest, spicy beef brisket noodles!"
hong-kong-episode.html,3,12,Hong Kong,restaurant,Four Seasons Claypot Restaurant,"Temple Street, Yaumatei (46-58 Arthur Street)","Fresh sausages and clay pot rice, delicious!"
hong-kong-episode.html,3,12,Hong Kong,restaurant,Tung Po Seafood Restaurant,"99 Java Road, North Point, Cooked Food Center",Seafood assortment such as fish fins!
hudson-river-ny-episode.html,6,5,Hudson Valley NY,hotel,Mohonk Mountain House,"1000 Mountain Rest Rd., New Paltz, NY 12561",Amazing mountain scenery.. you'll love it.
hudson-river-ny-episode.html,6,5,Hudson Valley NY,activity,Tugboat Cornell,Hudson River,Take a tour down the Hudson river in style!
hudson-river-ny-episode.html,6,5,Hudson Valley NY,restaurant,Hudson Valley NY,"423 Broadway, Newburgh, NY 12550-533",Some truly amazing tacos to choose from.
hudson-river-ny-episode.html,6,5,Hudson Valley NY,restaurant,Quaker Creek Store,"767 Pulaski Hwy, Goshen, NY 10924",Family run sausage shop - delicious.
hudson-river-ny-episode.html,6,5,Hudson Valley NY,restaurant,The Orchards of Concklin,"2 South Mountain Rd, Pamona, NY 10970",Great place for apple cider and dounts.
hudson-river-ny-episode.html,6,5,Hudson Valley NY,restaurant,Rondout Bay Marina,"1000 State Rt. 213, Kingston, NY",Sit back and enjoy a few drinks.
iceland-hello-darkness-my-old-friend-episode.html,1,2,Iceland: Hello Darkness My Old Friend,hotel,Hilton Reykjavik Nordica,"Sudurlandsbraut 2, Reykjavik, Iceland",A luxury hotel to really spoil oneself.
iceland-hello-darkness-my-old-friend-episode.html,1,2,Iceland: Hello Darkness My Old Friend,activity,Blue Lagoon,"240 Grindavik Reykjavik, Iceland","Famous geothermal spa, take a dip and relax yourself."
iceland-hello-darkness-my-old-friend-episode.html,1,2,Iceland: Hello Darkness My Old Friend,restaurant,Vox Restaurant,"Sudurlandsbraut 2, 108 Reykjavik",Your best place to try smoked puffin.
iceland-hello-darkness-my-old-friend-episode.html,1,2,Iceland: Hello Darkness My Old Friend,restaurant,Fiskmarkaorinn,"Aoalstraeti 12, 101 Reykjavik, Iceland",Explore this unique fish market.
iceland-hello-darkness-my-old-friend-episode.html,1,2,Iceland: Hello Darkness My Old Friend,restaurant,Baejarins Beztu Pylsur,"Tryggvagotu 1, Reykjavik 101, Iceland",The pride of Iceland hot dogs.
iceland-hello-darkness-my-old-friend-episode.html,1,2,Iceland: Hello Darkness My Old Friend,restaurant,Fljott go Gott,Vatnsmyravegi 10,Historical location with famous sheep head.
iceland-hello-darkness-my-old-friend-episode.html,1,2,Iceland: Hello Darkness My Old Friend,restaurant,Bergsson Mathus,Templarasund 3,Daily fresh ingredients for all dishes.
iceland-hello-darkness-my-old-friend-episode.html,1,2,Iceland: Hello Darkness My Old Friend,restaurant,Fljott go Gott,Laugavegur 23,Cafe with basics such as bagels and soups.
indonesia-episode.html,2,12,Indonesia,hotel,Kampung Sampireun,"Kp. Sukakarya Desa Ciparay, Kec. Samarang, 44161, Indonesia","Rooms are located on a lake, amazing!"
indonesia-episode.html,2,12,Indonesia,activity,Bunaken,Island of Sulawesi,Fantastic collection of fish in this marine park.
indonesia-episode.html,2,12,Indonesia,restaurant,Rumah Makan Padang Carano,Jl Ngesrep Timur V No 54 B,All you can eat style restaurant.
indonesia-episode.html,2,12,Indonesia,restaurant,Canos Tapas Bar,"Foundry 8, SCBD, Jakarta 12190, Indonesia",A favorite places amongst locals and tourists.
indonesia-episode.html,2,12,Indonesia,restaurant,Giyanti Coffee Roastery,"Jl Surabaya no 20, Menteng, Jakarta 10310, Indonesia","For coffee lovers, this is paradise."
indonesia-episode.html,2,12,Indonesia,restaurant,Plan B,"Jl Tentara Pelajar Blok D25, Jakarta, Indonesia",Authentic and homestyle cooked meals.
ireland-episode.html,3,1,Ireland,hotel,Bewley's Hotel Ballsbridge,"Merrion Rd, Ballsbridge, Dublin 4, Ireland",Convenient location for the Dublin hotel.
ireland-episode.html,3,1,Ireland,activity,Kilmainham Gaol,"Inchicore Road, Kilmainham, Dublin 8, Ireland",Historical museum to understand Ireland.
ireland-episode.html,3,1,Ireland,restaurant,Leo Burdock's,"2 Werburgh Street, Dublin, Ireland",The fish and chips is the best item to order.
ireland-episode.html,3,1,Ireland,restaurant,King Sitric,"E Pier Binn Eadair, Dublin 13",One of the best places for fresh seafood.
ireland-episode.html,3,1,Ireland,restaurant,Crown Saloon,"46 Great Victoria Street, Belfast, BT2 7BA",Enjoy classics such as steak and Guinness pie.
ireland-episode.html,3,1,Ireland,restaurant,Cayenne Restaurant,"7 Ascot House, Shaftesbury Square, Belfast",New items such as lobster-chicken wontons.
istanbul-episode.html,6,2,Istanbul,hotel,Hotel Amira Istanbul,"Kucuk Ayasofya Mah. Mustafapasa Sok. No 79, Istanbul 34122","A hidden treasure, amazing service as well."
istanbul-episode.html,6,2,Istanbul,activity,Rustem Pasha Mosque,"Istanbul, Turkey (Sirkeci)",Church built in 1561.. impressive sight.
istanbul-episode.html,6,2,Istanbul,restaurant,Kizilkayalar,"Siraselviler Caddesi No. 6 Taksim, Istanbul, Turkey","Great tasty Doner kebab, try some!"
istanbul-episode.html,6,2,Istanbul,restaurant,Tatbak,"Akkavak Sokak 28/A Nisantasi, Istanbul, Turkey","Upper scale restaurant, great food."
istanbul-episode.html,6,2,Istanbul,restaurant,Roke Balik Restaurant,"Rumeli Feneri Liman ici No. 1 Rumelifeneri, Istanbul",Excellent assortment of fresh fish dishes.
istanbul-episode.html,6,2,Istanbul,restaurant,Sur Ocakbasi,"Iftaiye Cad No. 27 Fatih, Istanbul, Turkey","Be sure to try the baby lamb, yummy!"
istanbul-episode.html,6,2,Istanbul,restaurant,Vefa Bozacisi,"Katip Celebi Caddesi No. 104/1 Vefa, Istanbul","Try the local drink, Vefa Bozacisi."
istanbul-episode.html,6,2,Istanbul,restaurant,Durumzade,"Kalyoncu Caddesi No. 58, Balikpazari Beyoglu, Istanbul",Using fresh local ingredient in their cuisine.
jamaica-episode.html,4,7,Jamaica,hotel,Strawberry Hill Resort,"Irish Town, Jamaica",Spectacular resort to really relax in.
jamaica-episode.html,4,7,Jamaica,activity,Sonic Sounds,"Kingston, Jamaica","Great local dance party, meet musicians."
jamaica-episode.html,4,7,Jamaica,restaurant,Aunt Merle's Fish Shack,"Hellshire Beach, Kingston, Jamaica","Located on the beach, enjoy some seafood!"
jamaica-episode.html,4,7,Jamaica,restaurant,Coronation Market,"Pechon St, Jamaica",Referred to as the official stomach of Jamaica.
jamaica-episode.html,4,7,Jamaica,restaurant,Murphy's West End Restaurant,"West End Road, Negril, Jamaica",Highest ranked restaurant on the island.
jamaica-episode.html,4,7,Jamaica,restaurant,Presley's Bar & Grill,"West End Road, Negril, Jamaica",Dine here for memorable dishes every time.
japan-cook-it-raw-episode.html,8,5,Japan: Cook It Raw,hotel,Cerulean Tower Tokyu Hotel,"26-1 Sakuragaoka-cho, Shibuya-ku, Tokyo 150-8512",Fantastic place to rest and start your journeys from.
japan-cook-it-raw-episode.html,8,5,Japan: Cook It Raw,activity,Arayo Factory,Avenida Rio de Janeiro,Find out how pickled fugu eggs are prepared.
japan-cook-it-raw-episode.html,8,5,Japan: Cook It Raw,restaurant,Araya Totoan,"Yamashiro Onsen Yunogawa, Kaga City, Ishikawa",Hot springs location with good meals.
japan-cook-it-raw-episode.html,8,5,Japan: Cook It Raw,restaurant,Satoyama,"Hinoya town, Kaga City, Ishikawa, Japan",BBQ meals specializing in birds.
japan-cook-it-raw-episode.html,8,5,Japan: Cook It Raw,restaurant,Lawson,"25-16 Sakuragaokacho, Shibuya, Tokyo 150-0031",Chicken nuggets at this convenience store.
japan-cook-it-raw-episode.html,8,5,Japan: Cook It Raw,restaurant,Hosokaya,"Jiyugaoka 1-11-5, Meguro-ku, Tokyo","Specialty at this place is the eel, grilled."
japan-cook-it-raw-episode.html,8,5,Japan: Cook It Raw,restaurant,Tonton,"Yurakucho 2-1-10, Chiyoda-ku, Tokyo",Order the grilled chicken with a beer.
japan-cook-it-raw-episode.html,8,5,Japan: Cook It Raw,restaurant,Hosho Sushi,"4-72 Onomachi, Kanazawa, Ishikawa Prefecture",Some of the best Sushi found in Japan.
japan-episode.html,,,Japan,hotel,JR Tower Hotel Nikko Sapporo,"2-5 Kita 5 Jo Nishi, Chuo-ku, Sapporo, Hokkaido 060-0005, Japan",A true gem in this amazing city.
japan-episode.html,,,Japan,activity,Takinoya Ryokan / Tamanoyu Robata-yaki,"31 Noboribetsu Onsen Town, Noboribetsu-City, Hokkaido, Japan",Great natural hot-spring at the wonderful inn.
japan-episode.html,,,Japan,restaurant,Aji no Karyu,"South 5-jo West 3-chome, Chuo-ku, Sapporo, Japan",Best local spot to enjoy miso ramen.
japan-episode.html,,,Japan,restaurant,Wakakoma restaurant,"North 11, West 21, Chuo-ku, Sapporo, Japan",Uni aka sea urchin and more great seafood!
japan-episode.html,,,Japan,restaurant,Sapporo Bier Garten,"North 7-jo East 9-chome, Higashi-ku, Sapporo, Japan",Local brewer which serves good grilled mutton.
japan-episode.html,,,Japan,restaurant,Okushiba Shoten Soup Curry,"South 8, West 14, Chuo-ku, Sapporo, Japan",Many of the young locals come for this soup dish.
kansas-city-episode.html,8,2,Kansas City,hotel,Marriott Downtown,"200 West 12th Street, Kansas City, MO 64105",Always a relaxing and enjoyable stay.
kansas-city-episode.html,8,2,Kansas City,activity,Green Dirt Farm,"20363 Mount Bethel Rd, Weston, MO",Get a tour of this farm and grab a meal.
kansas-city-episode.html,8,2,Kansas City,restaurant,BB's Lawnside Bar,"1205 East 85th St, Kansas City, MO 64131","With your beer, order some pork ribs."
kansas-city-episode.html,8,2,Kansas City,restaurant,Stroud's Restaurant & Bar,"5410 NE Oakridge Rd, Kansas City, MO",The pan-fried chicken put them on the map.
kansas-city-episode.html,8,2,Kansas City,restaurant,The Cigar Box & Bistro,"1519 Grand Boulevard, Kansas City, MO 64108",This is the place to be my friends!
kansas-city-episode.html,8,2,Kansas City,restaurant,Fiorella's Jack Stack BBQ,"13441 Holmes Rd, Kansas City, MO",Some argue this is the best BBQ in the US.
kansas-city-episode.html,8,2,Kansas City,restaurant,Woodyard BBQ,"3001 Merriam Lane, Kansas City, KS","Great BBQ feasts here, don't miss out."
kansas-city-episode.html,8,2,Kansas City,restaurant,Town Topic Hamburgers,"2021 Broadway St, Kansas City, MO",Delicious burgers at this 24HR diner.
kansas-city-episode.html,8,2,Kansas City,restaurant,Oklahoma Joe's,"3002 W 47th Ave, Kansas City, KS","Again, barbecue that is finger licking good."
kansas-city-episode.html,8,2,Kansas City,restaurant,The Savoy Grill,"219 W 9th St, Kansas City, MO","Steak, lobster and potato diner are A+"
kansas-city-episode.html,8,2,Kansas City,restaurant,LC's BBQ,"5800 Blue Parkway, Kansas City, MO",Burnt ends made this location famous.
kansas-city-episode.html,8,2,Kansas City,restaurant,Rosedale BBQ,"600 Southwest Blvd, Kansas City, KS",A pork sandwich with their famous sauce!
kerala-india-episode.html,6,17,"Kerala, India",hotel,Travancore Court,"Warriam Road, Bhaskara Menon Rd, Pallimukku, Ernakulam, KL 683541, India",Great location and lunch buffet options.
kerala-india-episode.html,6,17,"Kerala, India",activity,Chambakkara Fish Market,"Chambakkara Bridge, Maradu, Ernakulam, Kerala, India",Some unique and familiar items here.
kerala-india-episode.html,6,17,"Kerala, India",restaurant,Adipoly,"Pallimukku, Ernakulam, Kerala, India","Great location for ""ultimate"" streetfood."
kerala-india-episode.html,6,17,"Kerala, India",restaurant,NM Fast Food,"Broadway, Ernakulam, Kerala, India",Rare place to find actually beef in India.
kerala-india-episode.html,6,17,"Kerala, India",restaurant,Dal Roti,"Church Rd, Fort Kochi, Kochi, KL, India",Amazing food choices at Fort Cochin.
kerala-india-episode.html,6,17,"Kerala, India",restaurant,Casa Linda,"TM Muhammad Rd, Fort Kochi, Kochi, KL 682001, India",Blend of French and Keralan dishes.
kolkata-bombay-india-episode.html,2,10,Kolkata / Bombay India,hotel,Sheraton Grand Maratha,"Sahar-Mumbai, Maharashtra 400099, India",You'll feel like a King or Queen here.
kolkata-bombay-india-episode.html,2,10,Kolkata / Bombay India,activity,Night Market,India,Try the different foods like tandoori chicken.
kolkata-bombay-india-episode.html,2,10,Kolkata / Bombay India,restaurant,The Emperors Court,"The Renaissance Hotel, Mumbai (Bombay), India",Experience Chinese dishes in India.
kolkata-bombay-india-episode.html,2,10,Kolkata / Bombay India,restaurant,Natural Ice Cream Parlour,"North South Road No.13, Mumbai (Bombay), India",Some of the best ice-cream in the world!
kolkata-bombay-india-episode.html,2,10,Kolkata / Bombay India,restaurant,Street Food on the Ganges River,"Ganges River, India",The deep fried traditional foods are good.
kolkata-bombay-india-episode.html,2,10,Kolkata / Bombay India,restaurant,Indian Coffee House,"15, Bankim Chatterjee Street, College Street, Kolkata",Delicious coffees and fast food.
korea-episode.html,2,11,Korea,hotel,W Hotel,"21 Gwangjang Dong, Gwangjin Gu, Seoul, 143 708, South Korea","Welcome to Korea, you'll love it here."
korea-episode.html,2,11,Korea,activity,Noryangjin Seafood Market,Outside Noryangjin subway station,Amazing selection of seafood.
korea-episode.html,2,11,Korea,restaurant,Hangang,"316-5 Hangangro 2ga, Yongsan-gu, Seoul","The original, hangover soup."
korea-episode.html,2,11,Korea,restaurant,Hantan River Fish Restaurant,"620-7 Jeongok-ri, Seoul",Fresh fish prepared with tradition.
korea-episode.html,2,11,Korea,restaurant,Yong Su San,"118-3 Samcheong-dong, Jongro-gu, Seoul",Beautifully prepared meals that taste great.
korea-episode.html,2,11,Korea,restaurant,To Sok Chon,"85-1 Chaebu-dong, Jongno-gu, Seoul",World famous for the original samgyetang.
kurdistan-episode.html,7,15,Kurdistan,hotel,Erbil Rotana Hotel,"Erbil, Kurdistan, Iraq","Very popular establishment, good value."
kurdistan-episode.html,7,15,Kurdistan,activity,Pank Resort,"Rawandiz, Erbil Governorate, Iraq",Popular local amusement park.
kurdistan-episode.html,7,15,Kurdistan,restaurant,Abu Shahab Restaurant,"Erbil, Kurdistan, Iraq",A favorite place to eat for locals
kurdistan-episode.html,7,15,Kurdistan,restaurant,Cercis Murat Konagi,"Mardin Merkez, Birnici Cad.","Try the local Filled Rib, true food."
kurdistan-episode.html,7,15,Kurdistan,restaurant,Erbil Bazaar,"Erbil, Kurdistan, Iraq",Grab a cup of tea in this ancient bazaar.
kurdistan-episode.html,7,15,Kurdistan,restaurant,Zahle,"60th Street, Erbil, Iraq","Lebanese cuisine at its best, try ut."
laos-episode.html,4,11,Laos,hotel,Boutique Hotel les 3 Nagas,"Luang Prabang, Laos",A very cozy and welcoming atmosphere.
laos-episode.html,4,11,Laos,activity,Plain of Jars,"Xieng Khouang, Laos",Historical site of Jars - meaningful.
laos-episode.html,4,11,Laos,restaurant,Makphet Restaurant,"Sethathirat Rd, Chanthabouly District, Vientiane 01000, Laos",A great staff service and food is good.
laos-episode.html,4,11,Laos,restaurant,Kangaroo Sunset Bar,"River Road, Vang Vieng, Laos",Australian and Thai varieties.
laos-episode.html,4,11,Laos,restaurant,Dok Mai,"Rue 24 no 91, Pakse, Laos",A wonderful Italian restaurant.
laos-episode.html,4,11,Laos,restaurant,Zuela Restaurant,"Main Road, Luang Namtha, Laos",Authentic Laos dishes you'll adore.
las-vegas-episode.html,1,7,Las Vegas,hotel,Wynn Las Vegas,"3131 S Las Vegas Blvd, Las Vegas, NV 89109","Without question, the best of the best."
las-vegas-episode.html,1,7,Las Vegas,activity,Neon Boneyard,"810 Las Vegas Blvd N, Las Vegas, NV 89101",A preservation museum of Las Vegas signs.
las-vegas-episode.html,1,7,Las Vegas,restaurant,Double Down Saloon,"4640 Paradise Rd, Las Vegas, NV 89169",Be sure to order the signature drink!
las-vegas-episode.html,1,7,Las Vegas,restaurant,Bouchon,"3355 S Las Vegas Blvd, Las Vegas, NV 89109",Great selection of California French dishes.
las-vegas-episode.html,1,7,Las Vegas,restaurant,El Sombrero Cafe,"807 S Main St, Las Vegas, NV 89101",Try the Chili Verde or Sopapillas and Honey.
las-vegas-episode.html,1,7,Las Vegas,restaurant,Fremont Street Experience,"425 Fremont St, Las Vegas, NV 89101",Don't miss the deep fried Oreos or Twinkies.
liberia-episode.html,6,16,Liberia,hotel,Mamba Point Hotel,"UN Drive, Monrovia, Liberia","Surprisingly good hotel, enjoy your stay."
liberia-episode.html,6,16,Liberia,activity,Robertsport Beach,"Robertsport, Liberia",Enjoy the waves or learn to surf here.
liberia-episode.html,6,16,Liberia,restaurant,Barracuda Bar,"UN Drive, Monrovia, Liberia",A delightful Japanese flavor restaurant.
liberia-episode.html,6,16,Liberia,restaurant,Golden Beach Restaurant & Bar,"2nd Street Sinkor, Monrovia 92111, Liberia",Gourmet dining with seating at the beach.
liberia-episode.html,6,16,Liberia,restaurant,Sajjhouse,"Monrovia, Liberia",The perfect eclectic dining experience.
liberia-episode.html,6,16,Liberia,restaurant,Diana Restaurant,"Center St, city centre, Monrovia, Liberia",Favorites are the falafel or chicken sandwich.
lisbon-episode.html,8,4,Lisbon,hotel,Hotel Sofitel Lisbon Liberdade,"Avenida da Liberdade 127, Lisbon 1269-038, Portugal",Cozy rooms and great central location.
