Antarctica,,,Parts Unknown,9,6,"""Antarctica""",
India,,Rajasthan,No Reservations,2,9,"""India (Rajasthan)""","Delwara, India"
India,,Rajasthan,No Reservations,2,9,"""India (Rajasthan)""","Jaisalmer, Rajasthan, India"
India,,Rajasthan,No Reservations,2,9,"""India (Rajasthan)""","Devi Garh Hotel, Delwara, Rajasthan, India"
India,,Rajasthan,No Reservations,2,9,"""India (Rajasthan)""","Jaipur, Rajasthan, India"
India,,Rajasthan,No Reservations,2,9,"""India (Rajasthan)""","Marudhar Restaurant, Jaisalmer, Rajasthan, India"
India,,Rajasthan,No Reservations,2,9,"""India (Rajasthan)""","Jailsalmer Fort, Jaisalmer, Rajasthan, India"
India,,Rajasthan,No Reservations,2,9,"""India (Rajasthan)""","Taj Unmaid Bhawan Palace, Jodhpur, Rajasthan, India"
India,,,No Reservations,2,10,"""India (Kolkata/Mumbai)""","Howrah Station, Calcutta, West Bengal, India"
India,,,No Reservations,2,10,"""India (Kolkata/Mumbai)""","Howrah Bridge, Kolkata, West Bengal, India"
India,,,No Reservations,2,10,"""India (Kolkata/Mumbai)""",India
India,,,No Reservations,2,10,"""India (Kolkata/Mumbai)""","Bali Island, India"
India,,,No Reservations,2,10,"""India (Kolkata/Mumbai)""","Kolkata, West Bengal, India"
India,,,No Reservations,2,10,"""India (Kolkata/Mumbai)""","Mumbai, Maharashtra, India"
India,,,No Reservations,2,10,"""India (Kolkata/Mumbai)""","Ganges River, India"
India,,,No Reservations,2,10,"""India (Kolkata/Mumbai)""","Taj Bengal Hotel, 34 Belvedere Road, Kolkata, West Bengal, India"
India,,,No Reservations,2,10,"""India (Kolkata/Mumbai)""","Malik Ghat Flower Market, Kolkata, West Bengal, India"
India,,,No Reservations,2,10,"""India (Kolkata/Mumbai)""","Sundarban Bali Jungle Camp, 24 Parganas South, Sundarbans National Park, India"
India,,,No Reservations,2,10,"""India (Kolkata/Mumbai)""","Bhendi Bazaar. Mumbai, Maharashtra, India"
India,,,No Reservations,2,10,"""India (Kolkata/Mumbai)""","Taj Mahal Cold Drink House, Sayed Abu Mohammed Road, Bhendi Bazaar, Mumbai, Maharashtra, India"
India,,Kerala,No Reservations,6,17,"""Kerala, India""",
India,,Kerala,No Reservations,6,22,"""Making of India""",
India,,Punjab,Parts Unknown,3,2,"""Punjab, India""",
Indonesia,,,No Reservations,2,12,"""Indonesia""","Rumah Makan Carano, Jl. Cikini Raya no. 73, Kompleks Taman Ismail Marzuki, Menteng - Jakarta Pusat, Jakarta, Indonesia"
Indonesia,,,No Reservations,2,12,"""Indonesia""","Garut, West Java, Indonesia"
Indonesia,,,No Reservations,2,12,"""Indonesia""","Kampung Sampireun Resort & Spa, Jalan Raya Samarang Kamojang Ciparay, Desa Sukakarya, Garut, West Java, Indonesia"
Indonesia,,,No Reservations,2,12,"""Indonesia""","Dreamland Beach, Uluwatu, Bali, Indonesia"
Indonesia,,,No Reservations,2,12,"""Indonesia""","Ubud, Gianyar, Bali, Indonesia"
Indonesia,,,No Reservations,2,12,"""Indonesia""","Warung Babi Guling Ibu Oka 3, Jalan Suweta/Tegal Sari No. 2, Ubud, Bali, Indonesia"
Indonesia,,,No Reservations,2,12,"""Indonesia""","Ancol, Jakarta, Indonesia"
Indonesia,,,No Reservations,2,12,"""Indonesia""","Tegenungan Waterfall, Kemenuh, Sukawati, Gianyar Regency, Bali, Indonesia"
Indonesia,,,No Reservations,2,12,"""Indonesia""","Ritz Carlton Bali, Jalan Raya Nusa Dua Selatan Lot #3, Sawangan, Nusa Dua, Bali, Indonesia"
Indonesia,,Borneo,Parts Unknown,6,7,"""Borneo""",
Indonesia,,,Parts Unknown,12,3,"""Indonesia""",
Iran,Tehran,,Parts Unknown,4,7,"""Iran""",
Iran,Isfahan,,Parts Unknown,4,7,"""Iran""",
Iraq,,Kurdistan,No Reservations,7,15,"""Kurdistan""",
Ireland,,,No Reservations,3,1,"""Ireland""","Leo Burdock's, 2 Werburgh Street, Dublin, Ireland"
Ireland,,,No Reservations,3,1,"""Ireland""","King Sitric, 13 East Pier, Dublin, Ireland"
Ireland,,,No Reservations,3,1,"""Ireland""","Crown Saloon, 46 Great Victoria Street, Belfast, County Antrim, Northern Ireland, UK"
Ireland,,,No Reservations,3,1,"""Ireland""","Cayenne Restaurant, Shaftesbury Square, Town Centre, Belfast, County Antrim, Northern Ireland, UK"
Ireland,,,No Reservations,3,1,"""Ireland""","Howth, Fingal, County Dublin, Ireland"
Ireland,,,No Reservations,3,1,"""Ireland""","Shankill District, Belfast, County Antrim, Northern Ireland, UK"
Ireland,,,No Reservations,3,1,"""Ireland""","Peace Wall, Cupar Way, Belfast, County Antrim, Northern Ireland, UK"
Ireland,,,No Reservations,3,1,"""Ireland""","Falls Road, Belfast, County Antrim, Northern Ireland, UK"
Ireland,,,No Reservations,3,1,"""Ireland""","Madina Asian Food Company, Dublin, Ireland"
Ireland,,,No Reservations,3,1,"""Ireland""","County Cork, Ireland"
Ireland,,,No Reservations,3,1,"""Ireland""","Gubbeen House, Gubbeen, Schull, County Cork, Ireland"
Ireland,,,No Reservations,3,1,"""Ireland""","Bresnan's Victuallers, 13 Grand Parade Market, County Cork, Ireland"
Ireland,,,No Reservations,3,1,"""Ireland""","Ivory Tower Restaurant, The Exchange Buildings, 35 Princes St, County Cork, Ireland"
Ireland,Dublin,,The Layover,2,6,"""Dublin""","Bear, 35 William Street South, Dublin, Ireland"
Ireland,Dublin,,The Layover,2,6,"""Dublin""","Crackbird, 60 Dame Street, Dublin, Ireland"
Ireland,Dublin,,The Layover,2,6,"""Dublin""","Skinflint, 19 Crane Lane, Dublin, Ireland"
Ireland,Dublin,,The Layover,2,6,"""Dublin""","The Palace Bar, 21 Fleet Street, Dublin, Ireland"
Ireland,Dublin,,The Layover,2,6,"""Dublin""","Coppinger Row, 1 Coppinger Row, Dublin, Ireland"
Ireland,Dublin,,The Layover,2,6,"""Dublin""","The Chop House, 2 Shelbourne Road, Dublin, Ireland"
Ireland,Dublin,,The Layover,2,6,"""Dublin""","Chapter One, 19 Parnell Square North, Dublin, Ireland"
Ireland,Dublin,,The Layover,2,6,"""Dublin""","Winding Stair, 40 Ormond Quay Lower, Dublin, Ireland"
Ireland,Dublin,,The Layover,2,6,"""Dublin""","Hogan's, 37 South Great George's Street, Dublin, Ireland"
Ireland,Dublin,,The Layover,2,6,"""Dublin""","Roma II, 28 Wexford Street, Dublin, Ireland"
Ireland,Dublin,,The Layover,2,6,"""Dublin""","The Gigs Place, Richmond Street South, Dublin, Dublin, Ireland"
Ireland,Dublin,,The Layover,2,6,"""Dublin""","Matt the Thresher, 32 Pembroke Street Lower, Dublin, Ireland"
Ireland,Dublin,,The Layover,2,6,"""Dublin""","Dublin Airport, Dublin, County Dublin, Ireland"
Ireland,Dublin,,The Layover,2,6,"""Dublin""","Lolly and Cooks, Georges St Arcade Cafe, Drury Street, Dublin 2, Dublin, Ireland"
Ireland,Dublin,,The Layover,2,6,"""Dublin""","Dublin, Ireland"
Ireland,Dublin,,The Layover,2,6,"""Dublin""","Kinlay House, 2-12 Lord Edward Street, Temple Bar, Dublin 2, Ireland"
Ireland,Dublin,,The Layover,2,6,"""Dublin""","Cobblestone, 77 King St N, Smithfield, Dublin 7, Ireland"
Ireland,Dublin,,The Layover,2,6,"""Dublin""","The Cake Cafe, The Daintree Building, 8 Pleasants Pl, Dublin, Ireland"
Ireland,Dublin,,The Layover,2,6,"""Dublin""","O'Donovan, 44 Pearse Street, Dublin 2, Ireland"
Ireland,Dublin,,The Layover,2,6,"""Dublin""","Sheridans Cheesemongers, Old Virginia Road, Pottlereagh, County Meath, Ireland"
Ireland,Dublin,,The Layover,2,6,"""Dublin""","Cathach Books, 10 Duke Street, Dublin, Ireland"
Ireland,Dublin,,The Layover,2,6,"""Dublin""","The 40 Foot, Sandycove Avenue North, Dublin, Ireland"
Ireland,Dublin,,The Layover,2,6,"""Dublin""","Four Seasons Hotel, 4 Simmonscourt Road, Dublin, Ireland"
Ireland,Dublin,,The Layover,2,6,"""Dublin""","O'Callaghan Davenport Hotel, 2 Merrion Street Lower, Dublin, Ireland"
Ireland,Dublin,,The Layover,2,6,"""Dublin""","Slattery's Bar, 129 Capel Street, Dublin, Ireland"
Ireland,Dublin,,The Layover,2,6,"""Dublin""","Celtic Whiskey Shop, 28 Dawson Street, Dublin, Dublin, Ireland"
Ireland,Dublin,,The Layover,2,6,"""Dublin""","Fallon & Byrne, 11-17 Exchequer Street, Dublin, Ireland"
Ireland,Dublin,,The Layover,2,6,"""Dublin""","Kavanagh's, 1 Prospect Square, Dublin, Dublin, Ireland"
Ireland,Dublin,,The Layover,2,6,"""Dublin""","Mulligan's, 8 Poolbeg Street, Dublin, Ireland"
Ireland,Dublin,,The Layover,2,6,"""Dublin""","The Long Hall, 51 South Great George's Street, Dublin, Dublin, Ireland"
Israel,,,Parts Unknown,2,2,"""Jerusalem""",
Italy,,Sicily,No Reservations,1,6,"""Sicily""","II Capo Market, Palermo, Sicily, Italy"
Italy,,Sicily,No Reservations,1,6,"""Sicily""","Antica Focacceria San Francesco, Via Alessandro Paternostro, 58, 90133 Palermo, Sicily, Italy"
Italy,,Sicily,No Reservations,1,6,"""Sicily""","Cuci Lampo, Corso Calatafimi 922, Palermo, Sicily, Italy"
Italy,,Sicily,No Reservations,1,6,"""Sicily""","Fontana Pretoria, Piazza della Pretoria, Palermo, Sicily, Italy"
Italy,,Sicily,No Reservations,1,6,"""Sicily""","Trapani, Sicily, Italy"
Italy,,Sicily,No Reservations,1,6,"""Sicily""","Pantelleria, Trapani, Sicily, Italy"
Italy,,Sicily,No Reservations,1,6,"""Sicily""","Lampedusa, Agrigento, Sicily, Italy"
Italy,,Sicily,No Reservations,1,6,"""Sicily""","Taormina, Messina, Sicily, Italy"
Italy,,Sicily,No Reservations,1,6,"""Sicily""","Teatro Antico di Taormina, Taormina, Sicily, Italy"
Italy,,Sicily,No Reservations,1,6,"""Sicily""","Mount Etna, Catania, Sicily, Italy"
Italy,,Tuscany,No Reservations,3,15,"""Tuscany""",No Filming Locations
Italy,Venice,,No Reservations,5,2,"""Venice""",
Italy,,Sardinia,No Reservations,5,20,"""Sardinia""",
Italy,Rome,,No Reservations,6,20,"""Rome""",
Italy,Naples,,No Reservations,7,11,"""Naples""",
Italy,,Emilia Romagna,No Reservations,9,4,"""Emilia Romagna""",
Italy,,Sicily,Parts Unknown,2,6,"""Sicily""",
Italy,Rome,,Parts Unknown,8,10,"""Rome""",
Italy,,Southern Italy,Parts Unknown,10,8,"""Southern Italy""",
Italy,Rome,,The Layover,1,3,"""Rome""","Angelina in Lungotevere, Ponte Sant'Angelo, Rome, Lazio, Italy"
Italy,Rome,,The Layover,1,3,"""Rome""","Café Vitti in Centro, Piazza San Lorenzo in Lucina, 33 00186 Rome, Lazio, Italy"
Italy,Rome,,The Layover,1,3,"""Rome""","Betto e Mary, Via dei Savorgnan, 99 00176 Rome, Lazio, Italy"
Italy,Rome,,The Layover,1,3,"""Rome""","Cinema al Belvedere, Rome, Lazio, Italy"
Italy,Rome,,The Layover,1,3,"""Rome""","E Volpetti in Testaccio, Via Marmorata, 47, 00153 Rome, Lazio, Italy"
Italy,Rome,,The Layover,1,3,"""Rome""","Cacio e Pepe in Prati, Via Giuseppe Avezzana, 11 00195 Rome, Lazio, Italy"
Italy,Rome,,The Layover,1,3,"""Rome""","Café Faggiani, Via G Ferrari 23-29 Prati, Rome, Lazio, Italy"
Italy,Rome,,The Layover,1,3,"""Rome""","Filetti di Baccala in Centro, Largo dei Librari, 88, 00186 Rome, Lazio, Italy"
Italy,Rome,,The Layover,1,3,"""Rome""","Freni e Frizioni in Trastevere, Via del Politeama, 4 00153 Rome, Lazio, Italy"
Italy,Rome,,The Layover,1,3,"""Rome""","I Porchettoni, Via Del Pigneto, 68, Rome, Lazio, Italy"
Italy,Rome,,The Layover,1,3,"""Rome""","Gelateria dei Gracchi, Via dei Gracchi, 272 00190 Rome, Lazio, Italy"
Italy,Rome,,The Layover,1,3,"""Rome""","La Giorgione, Rome, Lazio, Italy"
Italy,Rome,,The Layover,1,3,"""Rome""","Pascucci in Centro, Via di Torre Argentina, 20, Rome, Lazio, Italy"
Italy,Rome,,The Layover,1,3,"""Rome""","Gianicolo in Trastevere, Via Nicola Fabrizi, 11 00153 Rome, Lazio, Italy"
Italy,Rome,,The Layover,1,3,"""Rome""","Pizzarium, Via della Meloria, 43 00136 Rome, Lazio, Italy"
Italy,Rome,,The Layover,1,3,"""Rome""","Hotel de Russie, Via del Babuino, 9, 00187 Rome, Lazio, Italy"
Jamacia,,,No Reservations,4,7,"""Jamaica""","Aunt Merl's Fish Shack, Half Moon Bay, Hellshire Beach, Kingston, Saint Andrew Parish, Jamaica"
Jamacia,,,No Reservations,4,7,"""Jamaica""","Craighton Estate Blue Mountain Coffee, Irish Road, Kingston, Kingston Parish, Jamaica"
Jamacia,,,No Reservations,4,7,"""Jamaica""","Rae Town, Kingston, Saint Andrew Parish, Jamaica"
Jamacia,,,No Reservations,4,7,"""Jamaica""","Sonic Sounds, Kingston, Saint Andrew Parish, Jamaica"
Jamacia,,,No Reservations,4,7,"""Jamaica""","Kingston, Saint Andrew Parish, Jamaica"
Jamacia,,,No Reservations,4,7,"""Jamaica""","Coronation Market, Kingston, Saint Andrew Parish, Jamaica"
Jamacia,,,No Reservations,4,7,"""Jamaica""","Red Hills Road, Kingston, Saint Andrew Parish, Jamaica"
Jamacia,,,No Reservations,4,7,"""Jamaica""","Blue Mountains, Jamaica"
Jamacia,,,No Reservations,4,7,"""Jamaica""","Hellshire Beach, Kingston, Saint Andrew Parish, Jamaica"
Jamacia,Port Antonio,,Parts Unknown,4,9,"""Jamaica""",
Japan,Tokyo,,A Cooks Tour,1,1,A Taste of Tokyo,
Japan,Atami,,A Cooks Tour,1,2,Dining with Geishas,
Japan,Tokyo,,A Cooks Tour,1,6,Eating on the Edge of Nowhere,
Japan,Osaka,,No Reservations,2,1,"""Asia Special: China & Japan""",
Japan,Kisoji,,No Reservations,2,1,"""Asia Special: China & Japan""",
Japan,Osaka,,No Reservations,2,7,Japan,No Filming Locations
Japan,Kisoji,,No Reservations,2,7,Japan,No Filming Locations
Japan,Tokyo,,No Reservations,4,,"""Tokyo""",
Japan,Sapporo,Hokkaido,No Reservations,7,8,"""Japan: Hokkaido""",
Japan,Kanazawa,,No Reservations,8,5,"""Japan: Cook It Raw""",
Japan,Tokyo,,Parts Unknown,2,8,"""Tokyo""",
Japan,,Okinawa,Parts Unknown,6,4,"""Okinawa, Japan""",
Japan,,Ishikawa,Parts Unknown,8,7,"""Japan""",
Japan,,Tochigi,Parts Unknown,8,7,"""Japan""",
Kenya,,,Parts Unknown,12,1,"""Kenya""",
Korea,,,No Reservations,2,11,"""Korea""","Noryangjin Seafood Market, Dongjak noryangjindong 13-8, Dongjak District, Seoul, South Korea"
Korea,,,No Reservations,2,11,"""Korea""","Hangang, 316-5 Hangangro 2ga, Yongsan-gu, Seoul, South Korea"
Korea,,,No Reservations,2,11,"""Korea""","Hantan River Fish Restaurant, 620-7 Jeongok-ri, Seoul, South Korea"
Korea,,,No Reservations,2,11,"""Korea""","Seoul, South Korea"
Korea,,,No Reservations,2,11,"""Korea""",South Korea
Korea,,,No Reservations,2,11,"""Korea""","Yeoncheon, South Korea"
Korea,,,No Reservations,2,11,"""Korea""","Hantan River, South Korea"
Korea,,,No Reservations,2,11,"""Korea""","Hantan, South Korea"
Korea,,,No Reservations,2,11,"""Korea""","Yangpyeong, South Korea"
Laos,Vientiane,,No Reservations,4,11,"""Laos""","Plain of Jars, Xiangkhouang Province, Laos"
Laos,Vientiane,,No Reservations,4,11,"""Laos""","Hmong Village, Hmong, Laos"
Laos,Vientiane,,No Reservations,4,11,"""Laos""","Mekong River, Laos"
Laos,Vientiane,,No Reservations,4,11,"""Laos""","Vientiane, Laos"
Laos,Vientiane,,No Reservations,4,11,"""Laos""","Xiangkhouang Province, Laos"
Laos,Vientiane,,No Reservations,4,11,"""Laos""","Phonsavan, Laos"
Laos,Vientiane,,No Reservations,4,11,"""Laos""","Auberge de la Plaine des Jarres, Phonsavan, Laos"
Laos,Vientiane,,No Reservations,4,11,"""Laos""","Luang Prabang, Laos"
Laos,Vientiane,,No Reservations,4,11,"""Laos""","Ban Xang Hai, Laos"
Laos,,,Parts Unknown,9,4,"""Laos""",
Lebanon,Beruit,,No Reservations,2,13,"""Anthony Bourdain in Beirut""","Le Chef, Beirut, Lebanon"
Lebanon,Beruit,,No Reservations,2,13,"""Anthony Bourdain in Beirut""","Hariri Memorial, Beirut, Lebanon"
Lebanon,Beruit,,No Reservations,2,13,"""Anthony Bourdain in Beirut""","Sky Bar, Beirut, Lebanon"
Lebanon,Beruit,,No Reservations,2,13,"""Anthony Bourdain in Beirut""","Barbar Restaurant, Beirut, Lebanon"
Lebanon,Beruit,,No Reservations,2,13,"""Anthony Bourdain in Beirut""","Le Royal Hotel, Beirut, Lebanon"
Lebanon,Beruit,,No Reservations,2,13,"""Anthony Bourdain in Beirut""","USS Nashville, Mediterranean Sea"
Lebanon,Beirut,,No Reservations,6,21,"""Back to Beirut""",
Lebanon,Beruit,,Parts Unknown,5,9,"""Beirut""",
Liberia,,,No Reservations,6,16,"""Liberia""",
Libya,,,Parts Unknown,1,6,"""Libya""","River Oyster Bar, 650 South Miami Ave, Miami, Florida, USA"
Madagascar,,,Parts Unknown,5,5,"""Madagascar""",
Malaysia,Kuala Lumpur,,No Reservations,1,5,"""Malaysia: Into the Jungle""","Skrang River Valley, Sarawak, Malaysia"
Malaysia,Kuala Lumpur,,No Reservations,1,5,"""Malaysia: Into the Jungle""","Kuala Lumpur, Malaysia"
Malaysia,Kuala Lumpur,,No Reservations,1,5,"""Malaysia: Into the Jungle""","Kampung Baru, Kuala Lumpur, Malaysia"
Malaysia,Kuala Lumpur,,No Reservations,1,5,"""Malaysia: Into the Jungle""","Batu Caves, Gombak, Selangor, Malaysia"
Malaysia,Kuala Lumpur,,No Reservations,1,5,"""Malaysia: Into the Jungle""","The Place Under the Big Tree, No. 6 Jalan Tiga, Sungai Besi, Kuala Lumpur, Malaysia"
Malaysia,Kuala Lumpur,,No Reservations,1,5,"""Malaysia: Into the Jungle""","Choon Hui Coffee Shop, Ban Hock Road, Kuching, Sarawak, Malaysia"
Malaysia,Kuala Lumpur,,No Reservations,1,5,"""Malaysia: Into the Jungle""","Borneo Ink, 8-3 Jalan 27/70A, Desa Sri Hartamas, 50480, Kuala Lumpur, Malaysia"
Malaysia,Kuala Lumpur,,No Reservations,1,5,"""Malaysia: Into the Jungle""","Aunty Aini's Garden Cafe, Batu 16 Jalan Sepang Kampung Chelet, 71800 Kampung Baharu Nilai, Negeri Sembilan, Malaysia"
Malaysia,Kuala Lumpur,,No Reservations,1,5,"""Malaysia: Into the Jungle""","Kuching, Sarawak, Malaysia"
Malaysia,Kuala Lumpur,,No Reservations,1,5,"""Malaysia: Into the Jungle""","Rumah Entalau, Sarawak, Malaysia"
Malaysia,Penang,,No Reservations,8,8,"""Penang""",
Mexico,Oaxaca,,A Cooks Tour,1,15,"Tamales and Iguana, Oaxacan Style",
Mexico,Puebla,,A Cooks Tour,1,16,"Puebla, Where the Good Cooks Are From",
Mexico,,Coahuila,No Reservations,2,8,"""US/Mexico Border""","Piedras Negras, Coahuíla, Mexico"
Mexico,,,No Reservations,2,8,"""US/Mexico Border""","Monterrey, Nuevo León, Mexico"
Mexico,,,No Reservations,2,8,"""US/Mexico Border""","Nuevo Laredo, Tamaulipas, Mexico"
Mexico,,,No Reservations,2,8,"""US/Mexico Border""","Ciudad Acuña, Coahuíla, Mexico"
Mexico,,,No Reservations,2,8,"""US/Mexico Border""","Corona Club, Ciudad Acuña, Coahuíla, Mexico"
Mexico,Puebla,,No Reservations,5,1,"""Mexico""",
Mexico,Mexico City,,No Reservations,5,1,"""Mexico""",
Mexico,Tijuana,,No Reservations,8,7,"""Baja""",
Mexico,Mexico City,,Parts Unknown,3,5,"""Mexico City""",
Mexico,Oaxaca,,Parts Unknown,3,5,"""Mexico City""",
Mexico,Cuernavaca,,Parts Unknown,3,5,"""Mexico City""",
Morocco,Fez,,A Cooks Tour,1,11,A Desert Feast,
Morocco,,Atlas Mountains,A Cooks Tour,1,11,A Desert Feast,
Morocco,Risani,,A Cooks Tour,1,11,A Desert Feast,
Morocco,Casablanca,,A Cooks Tour,1,12,Traditional Tastes,
Morocco,Fez,,A Cooks Tour,1,12,Traditional Tastes,
Morocco,Moulay,,A Cooks Tour,1,12,Traditional Tastes,
Morocco,Tangier,,Parts Unknown,1,5,"""Morocco (Tangier)""","The Raleigh Hotel, 1775 Collins Ave, Miami Beach, Florida, USA"
Mozambique,,,No Reservations,8,1,"""Mozambique""",
Namibia,,,No Reservations,3,4,"""Namibia""","Walvis Bay, Erongo, Namibia"
Namibia,,,No Reservations,3,4,"""Namibia""","Kuiseb River Delta, Erongo, Namibia"
Namibia,,,No Reservations,3,4,"""Namibia""","Windhoek, Khomas, Namibia"
Namibia,,,No Reservations,3,4,"""Namibia""","Katutura, Namibia"
Namibia,,,No Reservations,3,4,"""Namibia""","Oshetu Community Market, Katutura, Khomas, Namibia"
Namibia,,,No Reservations,3,4,"""Namibia""","Kiripotib Guest Farm, Namibia"
Namibia,,,No Reservations,3,4,"""Namibia""","Kalahari Desert, Namibia"
Netherlands,,Sint Maarten,A Cooks Tour,2,1,Food Tastes Better with Sand Between Your Toes,
Netherlands,Amsterdam,,The Layover,1,7,"""Amsterdam""","Upstairs Pancake House, Grimburgwal 2, 1012 GA Amsterdam, Noord-Holland, Netherlands"
Netherlands,Amsterdam,,The Layover,1,7,"""Amsterdam""","Tempo Doeloe in Centrum, Utrechtsestraat 75, 1017 VJ Amsterdam, Noord-Holland, Netherlands"
Netherlands,Amsterdam,,The Layover,1,7,"""Amsterdam""","De Drie Fleschjes, Gravenstraat 18, 1012 NM Amsterdam, Noord-Holland, Netherlands"
Netherlands,Amsterdam,,The Layover,1,7,"""Amsterdam""","Wildeman Café, Kolksteeg 3, 1012 PT Amsterdam, Noord-Holland, Netherlands"
Netherlands,Amsterdam,,The Layover,1,7,"""Amsterdam""","Two Swans, Prinsengracht 114, 1015 EA Amsterdam, Noord-Holland, Netherlands"
Netherlands,Amsterdam,,The Layover,1,7,"""Amsterdam""","Central Train Station, Amsterdam, Noord-Holland, Netherlands"
Netherlands,Amsterdam,,The Layover,1,7,"""Amsterdam""","Dam Square, Amsterdam, Noord-Holland, Netherlands"
Netherlands,Amsterdam,,The Layover,1,7,"""Amsterdam""","Red Light District, Amsterdam, Noord-Holland, Netherlands"
Netherlands,Amsterdam,,The Layover,1,7,"""Amsterdam""","Rembrandt Square, Amsterdam, Noord-Holland, Netherlands"
Netherlands,Amsterdam,,The Layover,1,7,"""Amsterdam""","Albert Cuyp Market, Albert Cuypstraat, Oud-Zuid, 010 201 8800, Amsterdam, Noord-Holland, Netherlands"
Netherlands,Amsterdam,,The Layover,1,7,"""Amsterdam""","Café Noorderlicht, TT Neveritaweg 33, 1033 WB, Amsterdam, Noord-Holland, Netherlands"
Netherlands,Amsterdam,,The Layover,1,7,"""Amsterdam""","Blauw aan de wal, Oudezijds Achterburgwal 99, 1012 DD, Amsterdam, Noord-Holland, Netherlands"
Netherlands,Amsterdam,,The Layover,1,7,"""Amsterdam""","Café Sound Garden, Marnixstraat 164 - 166, 1016 TG, Amsterdam, Noord-Holland, Netherlands"
Netherlands,Amsterdam,,The Layover,1,7,"""Amsterdam""","Dampkring Coffee Shop, Handboogstraat 29, 1012 XM, Amsterdam, Noord-Holland, Netherlands"
Netherlands,Amsterdam,,The Layover,1,7,"""Amsterdam""","Café De Prins, Prinsengracht 124, Amsterdam, Noord-Holland, Netherlands"
Netherlands,Amsterdam,,The Layover,1,7,"""Amsterdam""","Café Int Aepjen, Zeedijk 1, 1012 AN, Amsterdam, Noord-Holland, Netherlands"
Netherlands,Amsterdam,,The Layover,1,7,"""Amsterdam""","Amsterdam, Noord-Holland, Netherlands"
Netherlands,Amsterdam,,The Layover,1,7,"""Amsterdam""","Febo, Leidsestraat 94 WKL, 1017 PE, Amsterdam, Noord-Holland, Netherlands"
Netherlands,Amsterdam,,The Layover,1,7,"""Amsterdam""","Vondelpark, Amsterdam, Noord-Holland, Netherlands"
Netherlands,Amsterdam,,The Layover,1,7,"""Amsterdam""","Café de twee Zwaantjes, Amsterdam, Noord-Holland, Netherlands"
Netherlands,Amsterdam,,The Layover,1,7,"""Amsterdam""","Maloe Melo, Lijnbaansgracht 163, 1016 VX Amsterdam, Noord-Holland, Netherlands"
Netherlands,Amsterdam,,The Layover,1,7,"""Amsterdam""","Paradox Café, 1e Bloemdwarsstraat 2, 1016 KS Amsterdam, Noord-Holland, Netherlands"
Netherlands,Amsterdam,,The Layover,1,7,"""Amsterdam""","Frederic Rentabike, Brouwersgracht 78, 1013 GZ Amsterdam, Noord-Holland, Netherlands"
Netherlands,Amsterdam,,The Layover,1,7,"""Amsterdam""","Frens Haringhandel, Singel hoek Koningsplein 0t/o 468, 1017 AW, Amsterdam, Noord-Holland, Netherlands"
Netherlands,Amsterdam,,The Layover,1,7,"""Amsterdam""","The Pilsener Club, Begijnensteeg 4, 1012 PN Amsterdam, Noord-Holland, Netherlands"
Netherlands,Amsterdam,,The Layover,1,7,"""Amsterdam""","Restaurant Gebr. Hartering, Peperstraat 10hs, 1011 NX Amsterdam, Noord-Holland, Netherlands"
Netherlands,Amsterdam,,The Layover,1,7,"""Amsterdam""","Koan Float, Herengracht 321, 1016 AW Amsterdam, Noord-Holland, Netherlands"
Netherlands,Amsterdam,,The Layover,1,7,"""Amsterdam""","Spang Makandra in De Pijp, Gerard Doustraat 39, 1072 VK Amsterdam, Noord-Holland, Netherlands"
New Zealand,Christchurch,,No Reservations,1,9,"""New Zealand: Down Under the Down Under""",No Filming Locations
Nicaragua,,,No Reservations,7,3,"""Nicaragua""",
Nigeria,Lagos,,Parts Unknown,10,3,"""Lagos, Nigeria""",
Oman,,,Parts Unknown,9,7,"""Oman""",
Panama,,,No Reservations,6,1,"""Panama""",
Paraguay,,,Parts Unknown,4,4,"""Paraguay""",
Peru,,,No Reservations,2,3,"""Peru""","Machu Picchu Sanctuary Lodge, Machu Picchu, Peru"
Peru,,,No Reservations,2,3,"""Peru""","Sonia, Lozano la Rosa 173, Chorrillos, Lima, Peru"
Peru,,,No Reservations,2,3,"""Peru""","Lima, Peru"
Peru,,,No Reservations,2,3,"""Peru""","Amazonia, Peru"
Peru,,,No Reservations,2,3,"""Peru""","Machu Picchu, Peru"
Peru,,,No Reservations,2,3,"""Peru""","Tambopata River, Peru"
Peru,,,No Reservations,2,3,"""Peru""","Peña Don Porfirio, Calle Manuel Segura, 115, Barranco, Lima, Peru"
Peru,,,No Reservations,2,3,"""Peru""","Infierno, Peru"
Peru,,,No Reservations,2,3,"""Peru""","El Monasterio, Cuzco, Peru"
Peru,,,Parts Unknown,1,7,"""Peru""","Stiltsville Boat Tour, 5th Street Marina, 341 NW South River Dr, Miami, Florida, USA"
Philippines,Manilla,,Parts Unknown,7,2,"""Manila, Philippines""",
Phillippines,Manilla,,No Reservations,5,7,"""Philippines""",
Phillippines,Pampanga,,No Reservations,5,7,"""Philippines""",
Phillippines,Cebu,,No Reservations,5,7,"""Philippines""",
Portugal,Amarante,,A Cooks Tour,1,10,Stuffed Like a Pig,
Portugal,,Douro Valley,A Cooks Tour,1,7,Cod Crazy,
Portugal,Oporto,,A Cooks Tour,1,7,Cod Crazy,
Portugal,Oporto,,A Cooks Tour,1,10,Stuffed Like a Pig,
Portugal,Azores,,No Reservations,5,4,"""Azores""",
